name,vorname,titel,ort,empfangen,gesendet
Tomtfann,Gregor,,NtgikAberg,0,1
Lasicius,Johannes,,Paris,0,1
fegfS,Tobias,,Chur,0,1
Lner,Hans,,St. Salieh,0,1
U,Chur,,Neue Zeitung,0,1
U,Sangallen,,St. Gallen,0,1
firner,Johann Konrad,,chaff hausen,0,1
Bulllnger,Hans Budolf,,Berg,0,1
ognet,Matt hi eu Mo,,Paris,0,1
Aorner,s.n.,,Nilos j SyrrCt filzet,0,1
Liner,Hans,,St. alleh,0,1
BluntschliBlunschly,s.n.,,Ottenbach,0,1
oäensax,JohannPhilipp,,Paris,0,1
fuirfschli,Johannes,,Ojtenkaoh,0,1
Bullinger,Heinrich,,SürichJ,0,1
Ulmer,Kohann Konrad,,Schaffhausen,0,1
Bullinger,Heinrich jum,,Berg,0,1
Wülier,Jörg WiUr,,Augsburg,0,1
Beza,Theodor,,Gef,0,1
Bullinger,Heinrich jun.,,Berg,0,1
Uss,Basel,,Neue Zeitung,0,1
Erastus,Thomas,,j,0,1
Grindal,Edmund,,York,0,1
Eraatus,Thomas,,s.l.,0,1
euvUUuu,Fim,,Basel,0,1
BcAUVOtr,Li Nocle Jw JeFi St.dt,,Ufr,0,1
Beza,Theodor,,S. l. ,0,1
ToussaieJ,Daniel,,Heidelberg,0,1
Pfalz,s.n.,,Heidelberg,0,1
Cleber,Eusebius,,l HndiWi. trgj,0,1
KleberBieber,Eusebius,,Handschuhsheim,0,1
Erastus,Thomas,,C J,0,1
MSr,Johanne,,lern,0,1
...,s.n.,,Zürich,0,1
ufilager,einrich,,Zürich,0,1
Hohensax,Ulrich Philipp voi,,Ustr,0,1
Johann,Konrad,,Schaffhausen,0,1
Ulmer,JohannKonrad,,Schaffhuttsen,0,1
Bullinger,s.n.,,Seinrieh,0,1
....,...,,Schaff hausen,0,1
Steiger,Johanna.,,tiw,0,1
Beza,Theodor,,S t Xe,0,1
Ewich,Johannes,,Bremen,0,2
tYns,Sclpio,,Chiavenna,0,1
Monau,Jakoh,,Genf,0,1
JLUw,j,,s.l.,0,1
Liner,aas,,Sf Saliern,0,1
Schidler,Mathias,,Wattwjjrl,0,1
B,ullj.nP H .nrliCi,,Zürich,0,1
erwähnten,Espectanten sind,,Sept. ,0,1
Zurkinen,Hikiilaus,,Seeme Bern,0,1
Mftu,Jakob,,s.l.,0,1
Cox,Richard,,Bly,0,1
Schlüsselberger,abriel,,Nürnberg,0,1
Coignet,Matthieu,,jun,0,1
feohensax,Ulrich Philipp v,,Bieter,0,1
Besä,Theodor,,lerm,0,1
Egli,Tobi s,,Ghur,0,1
Bullinger,Heinrich,,aürich,0,1
finaler,Josua,,Biel,0,1
rsinus,Zacharias,,Heidelberg,0,1
Bachofen,Mathias,,Glarus,0,2
affir,Johannes,,Bern,0,1
.....,s.n.,,Haideiberg,0,1
Hotman,Francois,,Genf,0,1
Melander,Dionysius A.,,WwUr ifirv WW,0,1
Schald,Jost,,Uri z,0,1
Liner,Hans,,S. teilen,0,1
Witgensteih,Ludwig yea,,LvtnjaytJ zk,0,1
imer,Johann Konrad,,Schaffheusen,0,1
t,s.n.,,Basel,0,1
ursinus,acharias,,Heidelberg,0,1
Uer,Johann Eonrad,,Schaffhausen,0,1
Poln.lit.,Reichstag Sejm,,Warschau,0,1
Ulmer,Johann. Eonrad,,Schaffhansen,0,1
tt.,Thomas,,UUiCtjJ,0,1
fl,Tobias,,Ctujf,0,1
Liier,Hais,,St. Gallen,0,1
ZurMuaden,Nikolaus,,Bern,0,1
Schliisselberger,Gabriel,,Nürnberg,0,1
Kugelmann,Georg,,Grumbeeh,0,1
achofen,Mathias,,Glarus,0,1
Kugelmann,Georg,,g tt itf,0,1
sender,s.n.,,Lausanne,0,1
Hubenschmid,Kaspar,,Chur,0,1
Haller,Wolfgang,,BadenA,0,1
Uiaer,Johann Eonrad,,Schaffhausen,0,1
kenulus,Scipio,,Chur,0,1
Haller,elf gang,,jAc,0,1
Hel,Beza Theodor,,Genf,0,1
Schiüs,selbeger Gabrdl,,Nürnberg,0,1
Bedingen,Heinrich,,NCt rn Id,0,1
Hübenwchmid,K spar,,Chur,0,1
Beehlin,Johann,,s.l.,0,1
Hubenschmid,s.n.,,Kaspar,0,1
Haller,Wolfgang,,s.l.,0,1
Kugelmann,Georg,,Gronenbach,0,1
X.her,Haas,,St. Gallen,0,1
Grynaeus,Johann Jakob,,Rötteln,0,1
JoMJ,i Zürcher Kirc,,t At j,0,1
Aichlnger,Christoph,,s.l.,0,1
Cox,Richard,,s. l. Ely,0,1
Thretius,Christoph,,Heidelberg,0,1
ki,Paul,,Krakau,0,1
ven,Wittgenstein Ludwig,,Heidelberg,0,1
Hohensax,Johann Philipp voi,,Heidelberg,0,1
Steiger,Johannes,,s.l.,0,1
WSüller,Jörg,,Augsburg,0,1
zu,s.n.,,Rottenstein,0,1
Fürschlag,zur Nachfolge,,Hallers Hand,0,1
Bullinger,Haas udolf,,Berg,0,1
Colgnet,Matthieu jun,,Paris,0,1
Hbhensax,s.n.,,Ujhfrr,0,1
Ulaer,Johanna Eonrad,,Schaffhausen,0,1
Ulster,Johann Eonrad,,Schaffhausen,0,1
Bourbon,Henri,de,Basel,0,1
Backofen,Mathias,,Glarus,0,2
Ulaer,Johann lonrad,,Schaffhausen,0,1
Hubenscbaid,Kaspar,,Chur,0,1
Bachöfen,Mathias,,Glarus,0,1
Aichinger,hristoph,,Schopfheia,0,1
Schidler,Mathais,,Wattwjrl,0,1
Witter,BeeL,,St Gallen,0,1
Liner,ans,,St. allen,0,1
M,ytyaMfeüwUKbt,,tfifb,0,1
t,s.n.,,J,0,1
w...,s.n.,,Schaffhausen,0,1
Sr,Hans,,StGallen,0,1
Slnsier,Josua,,Biel,0,1
Zurkinden,Zerintes,,Bern,0,1
Einer,Hans,,St. Gallen,0,1
Amisegger,Conrad,,s.l.,0,1
Lentulus,Scipio,,Chiaveana,0,1
Pfeiffer,Jakob,,Rheineck,0,1
Hubenschaid,Kaspar,,Cbur,0,1
Ulmer,Johann Konmg,,Schaffhausen,0,1
Bachofen,Matthias,,Glarus,0,2
Stetten,Albm,,Augsburg,0,1
benschmid,Kasper,,Chur,0,1
loh.,s.n.,,Bern,0,1
Bullinger,Heinrich.,,Zürich,0,1
Sandys,Edwin,,Fulham,0,1
Hohensax,Ulrich Philip tob,,s.l.,0,1
de,Bellilvre Jean,,Baden,0,1
i,s.n.,,CTDMCyi,0,1
JJlrich,s.n.,,U J,0,1
Ulaer,Johann Konrad,,Schaffhausen,0,1
Liner,H ns,,St. Gallen,0,1
Liner,H,,St. Gallen,0,1
Cox,Richard ischof v,,Ely,0,1
Hohensax,Ulrich Philipp,,Uii,0,1
Bullinger,oeinrich,,s.l.,0,1
Balgach,SG,,s.l.,0,1
t,s.n.,,Heidelberg,0,1
Bechlin,Johann,,Arnberg,0,1
de,Bellidvre Jean sieur,,de Hautefort,0,1
tor,Johanne,,Bern,0,1
Erastue,Thomas,,r,0,1
Egli,Tobias,,als Weiterleiter,0,1
Johann,Baptist,,Basel,0,1
Bellilvre,Jean,de,Solothurn,0,1
Wetter,David,,lMfcSt. Gallen,0,1
Ulmer,Johann Konrad,,Schaffhaus en,0,1
de,Bellievre Jean,,Baden,0,1
Languet,Hubert,,Wien,0,1
Ursinus,Zacharias,,s. l. Heidelberg,0,2
JfiaslerJosua,s.n.,,Biel,0,1
Ulmer,Johann Conrad,,Schaff hausen. ,0,1
WitgenSatein,Ludwig ron,,C,0,1
eesr,Wittgenstein Ludwig,,Heidelberg,0,1
Hugföl,Johannes u.,,Glarus,0,1
I,s.n.,,und Nürnberg,0,1
Abseh,r,de,Gguabach,0,1
r,s.n.,,Nürnberg,0,1
Müller,Johannes Baptist,,Basel,0,1
Ulster,Johann Konrad,,s.l.,0,1
Hotman,ranqois,,Genf,0,1
Ludwig,iWittgenstein,von,f ZLtrVvrl,0,1
Cmpell,Ulrich,,Chur,0,1
ülmer,Johann Konrad,,schaffhausen,0,1
EgXi,Tobias,,Chur,0,1
Bullinger,Haas Rudolf,,Berg,0,1
Ureinus,Zacharias,,Heidelberg,0,1
Liner,Hsoas,,St. Gallen,0,1
Hugo,Johanne,,Glarus,0,1
Campeil,Ulrich,,Chur,0,2
Liner,Sans,,St. Gallen,0,1
Ulaer,Johann Eonrad,,d Cv,0,1
Beza,Theodor,,s. l. Genf,0,1
Hohensax,Ulrich Philipp,von,CrryU,0,1
Höhensax,Ulrich Philipp,von,s.l.,0,1
Ramp,Ezechiel,,Uster,0,1
Hohensax,Ulrich Philipp,von,Forifegg,0,1
ichinger,Christoph,,s.l.,0,1
Winzürn,Johannes,,AltnauTG,0,1
Sallinger,Heinrich,,Zürich,0,1
,,Geistliche,t. Gallen,0,1
illinger,Heinrich,,Zürich,0,1
Hohensax,Ulrich Philip,,s.l.,0,1
HugCXfä,Johannes,,Glarus,0,1
erohanes,s.n.,,Bern,0,1
Wüller,Georg VIW,,Augsburg,0,1
ff.,f,,s.l.,0,1
Schmid,Sebastian,,OberWinterthur,0,1
Haller,Wolfe,,Amberg,0,1
Kugelmann,Georg,,Gronembach,0,1
Liner,Hans,,Sf. alLev,0,1
Wetter,David,,St. Gallen,0,2
ütfi,er Johannes,,Bern,0,1
de,Bellidvre Jean,,Baden,0,1
K,s.n.,,Oleter Eusebius,0,1
Liner,Hans,,St,0,1
Kugelmann,Georg,,Grfumbacfa,0,1
V.kAdi,s.n.,,Genf V,0,1
Liner,Haas,,StGallen,0,1
bei,Ccrrt Anlvnto,,London,0,1
iGer,Johann Conrad,,Schaffhausen,0,1
also,in höchster lieb und früntschafft,,doch kein andern,0,1
LläerHans,s.n.,,St. Galle,0,1
Wichser,Ludwig,,Glarus,0,1
BiuT,Theodor,,Morges,0,1
HiffBJrs,s.n.,,s.l.,0,1
Buliimger,Heinrich,,Zürich,0,1
ifoiensax,Ulrich Philipp,,uA,0,1
Liner,Haas,,St. GAllea,0,1
neih,s.n.,,Solothurn,0,1
Schlülstlberger,Gabriel,,Nürnberg,0,1
Lentulus,Scipio Egli,,s.l.,0,1
Dürnhofer,s.n.,,Laurern,0,1
Hathlaa,s.n.,,Stackhoren,0,1
Linerjäans,s.n.,,f,0,1
Bourbpn,Henri,de,Sras i Io ix j,0,1
klarer,Johann Jakob,,Wittenberg,0,1
Hohensax,Ulrich Philipp,,Usier,0,1
rancmüller,Höheres u h,,Basel T,0,1
Matthaeus,Johannes,,Basel,0,1
MatShaeus,Johanne,,Basel,0,1
Laetus,rasau GXxA,,Frankfurt,0,1
Bullinger,Heinrich,,Zürheeh,0,1
Dasypodius,Gonrad,,Straburg,0,1
Liner,Hans,,St. Galln,0,1
Neue,Zeitung aus Rom,,Lentulo Scipio,0,1
Neue,Zeitung aus Venedig,,Lentulo Scipio,0,1
Bachofen,Matthias,,Nötzliü Marias,0,1
Bachofen,Mathias,,Nötzli Markus,0,1
Luter,Haas,,St. Galle,0,1
ülaer,Johann Conrad,,Schaffhausen,0,1
Lentulus,Scipio,,s.l.,0,1
Aichinger,Chrlstoplaorux,,s.l.,0,1
luiier,Johann Baptist,,Basel,0,1
Brunner,Johannes,,Ingolstadt,0,1
igo,ohanne s,,Glarus,0,1
uilljjuger,Hans Rudolf,,Berg,0,1
Kugelaaim,Georg,,mm gmmKm Wr Ml,0,1
Limer,Hans,,u. dTi LLe,0,1
Coignet,Mathieu iun.,,Genf,0,1
Beza,Theodor,,s,0,1
Gdjowski,Pawel,,Krakau,0,1
W,W f HN wm f H WiW. fWN,,Rotteln,0,1
Ulmer,Johann Eonrad,,s.l.,0,1
Eu,Heivmch,,ZurtcVi,0,1
Wittgenstein,Ludwig,von,ly WoJ v LV,0,1
Ulmer,ohann onrad,,Schaff hausen,0,1
Klettgau,Prediger,,NgnkutksH,0,1
Liner,ans,,St. fallen,0,1
Melius,Peter,,Debrezin,0,1
Mftt.lr,Jehaaaes,,teurem,0,1
Erastus,Themas,,Heidelberg,0,1
Sehemek,Mathias,,Augsburg,0,1
Pinsler,Vinslerus,,Biel,0,1
Haller,Johannes,,V,0,1
Liner,ns,,St. Sailen,0,1
teaftMk,Klaus TO,,s.l.,0,1
Liner,Hans,,St fallen,0,3
Strlgellus,Vleter,,Heidelberg,0,1
von,Stetten Georg,,Bocksberfe,0,1
fepi,I.bia,,Chur,0,1
Salis,Herkules,,von,0,1
AteStiliaa,Johannes,,Basel,0,1
Pinsler,Vinslerus Josias,,Biel,0,1
Stetten,Oearg ren,,Augsburg,0,1
tfolgaet,Mathieu.X,,Heidelberg LrJj,0,1
Simler,Josias,,Girenbad,0,1
trimer,Jehamn Kemrad,,Schaffhausea,0,1
ülier,Johann Kenrad,,Schaffhausen,0,1
lu,s.n.,,Nürnberg,0,1
Curione,oelius Seeundus,,Basel,0,1
Erb,Mathias,,Rappaltsweiler,0,1
iS,CliSeuad.,,IM,0,1
Haller,Wolf,,Begensburg,0,1
Bullinger,H ns Rudolf,,Berg am Irchel,0,1
von,Stetten Georg,,Bocksberg,0,2
Herterus,Jehannes,,s.l.,0,1
Witter,Johanne KouraA,,Schaffhausen,0,1
Haller,ohannes,,TSern,0,1
L,Heialcvöhristoph.,de,Konstanz,0,1
Egll,Tobias,,Gaur,0,1
Bertershi,Johannes,,fttchnang,0,1
jt,itmdl,,s.l.,0,1
Wir,Han. Konrgd,,s.l.,0,1
Bullinger,Harns Rudolf,,s.l.,0,1
Gwalther,Rudolf A l,,Genf,0,1
den,Winterthurer Pfarrer Bernhard,,Fase. enthält,0,1
Beza,Thepdor,,Genf,0,1
Erastus,Thoams,,Heidelberg,0,2
vohi,DetckVxpt,,Strassburg,0,1
Bnilinger,Heinrich,,Zürich,0,1
An,liiff emjie,,V Tztfrb j gj,0,1
Finster,Josua,,Biel,0,1
Haller,Johan aes,,Bern,0,1
Herold,Michael,,Kassel,0,1
Heheaxax,Ulr.PMlipp vea,,s.l.,0,1
Lindauer,ermhard,,Winterthur,0,1
Sgli,Tobias,,Chur,0,1
Gleim,Otto,,Frankfurt,0,1
V,s.n.,,Heidelberg,0,1
Haller,s.n.,,Bern,0,2
Ulmer,Johann Konrad,,Schaffhauaen,0,2
Festenberger,Georg,,Frankfurt,0,1
Klösel,Anton,,poi,0,1
..,s.n.,,Bern,0,1
Geerg,rea,,Augsburg,0,1
ti,I.tias,,Ckor,0,1
x,s.n.,,fft,0,1
egaet,Matihieu CSoWn,,Heidelberg,0,1
Ursiaus,Zaekarias,,Heidelberg,0,1
Hohensa,vPhilipp,,Torsi ejg,0,1
Hans,s.n.,,st. Galle,0,1
teti,Jehan Kenrad,,Schaffhause,0,1
Lyb,Jaket,,bi ASSerhtf er,0,1
Bäldi,Joachim,,Glaru,0,1
Stetten,Georg rem,,Augsburg,0,1
lullinger,Heinreh,,Zürich,0,1
öleer,Johannes Kenrad,,Schaffhausen,0,1
Schlüsselberger,s.n.,,Gabriel,0,4
Haller,Johwmea,,nv,0,1
Zeitungen,s.n.,,s.l.,0,1
lullinger,einrieh,,Zürich,0,1
Armold,s.n.,,R oh V el. öll. ve Ncl ti Daam J,0,1
lallimer,eimrieh,,Zürich,0,1
mTwufg,Haas Ralf,de,Aa t WCKY W,0,1
Erb,Matthias,,Happoltsweiler,0,1
Hespiaiaa,Jehaanes,,Basel,0,1
aiifs,Friedrich,von,Chur,0,1
Belliatier,Heinrich,,Zürich,0,1
Egli,Tebias,,Ckur,0,1
xu,s.n.,,Pappenheim Philipp vr,0,1
Ftmek,Jekamnes,,s.l.,0,1
leehlia,Jehannes,,s.l.,0,1
Eii,Tobias,,Chur,0,1
Ml,Se.r ve,,Augsburg,0,1
Neue,Zeitung,,Gardeknecht Heini Züst aus,0,1
Coignet,Matthieu Sohn,,Heidelberg,0,3
Haller,Jekaanes,,Hera,0,1
jpller,Johannes,,Jena,0,1
Grindal,Edmund,,Fulham,0,1
Egli,Tbi s,,Chur,0,1
ftüiü.,Kessler Johannes,,St. Gallen,0,1
Curione,s.n.,,Coelims Seeundus,0,1
Erli,Tpbias,,Chur,0,1
Lentulus,Scipio,,Ohiavenna,0,1
Enoc,Louis,,Vzelay,0,1
Zieh,s.n.,,s.l.,0,1
Caspell,Ulrich,,Süs,0,1
llsWrthttc,s.n.,,s lle,0,1
von,Mülinen Beat Ludwig,,Bern,0,1
lallinger,Heinrich,,Zürich,0,1
fae,Jeakana Koarad,,Sekaffksuen,0,1
Gleim,Otte,,Frankfurt,0,1
Krai,Johanne,,f vt rt Whj n,0,1
Stuart,Guillaume,,Montbeliard,0,1
Seheaek,Mathias,,Augsburg,0,1
Beza,Theodor,,Nyon,0,1
tlurnjaiefer,Laurentius,,Nühnfcerg,0,1
Vogler,Jehaaae,,jvtKx. ,0,1
iMSfcer,Heinrich,,Zürich,0,1
Erastus,Thomas,,Rotteln,0,1
Ballinger,Heinrich,,Zürich,0,2
Egli,Tobias,,Cfrur,0,1
Schädler,Isaak,,WattwilIdcht enst eig,0,1
U,s.n.,,Zürich,0,1
lerter,Johannes,,Gachnang,0,1
de,Bellidvre Pomponne I,,Solothurn,0,1
Zanchi,Hieronymus,,Sei,0,1
Schlüsselberger,Gabriel,,Bada BadenAG,0,1
Liner,Hans,,St. allen,0,5
Grynaeus,Johann Jakob,,Rotteln,0,2
tgEet,s.n.,,Mathiau J,0,1
Campell,Ulrich A,,Süs,0,1
iiretus,Chfcifctoph,,Nürnberg,0,1
dajicJc,s.n.,,Heidelberg,0,1
Wbi.s,s.n.,,Chur,0,1
Pinsler,Josua,,Biel,0,2
Qhristoph,Pfalzgrqf,,Basel,0,1
Tobi,s.n.,,Chur,0,1
FinslerVinslerus,Josias,,Biel,0,1
Liner,Hans,,t. fallen,0,1
Lai,sitius Johannes,,Heidelberg,0,1
von,Dieshach Nikolaus,,Aarau,0,1
St.Galler,Geistliche,,St. Gallen,0,1
PVten,Georg,,von,0,1
iela,tieodor,,Genf,0,1
Ulmer,Johann onrad,,Scjaffhausen,0,1
Tillmann,Samuel,,KönigsfeldenAG,0,1
Ti,s.n.,,Heidelberg,0,1
dessen,Philipp,von,Ti,0,1
Dathenus,Petrus,,s.l.,0,1
Blarer,Thomas d.J.,,Heidelberg,0,1
Bulli,nger Heinrich,,Zürich,0,1
Zanchi,Hieronimo,,Heidelberg,0,2
Szadkowski,Andreas,,V e CU. A S Lw,0,1
Egll,Tobias,,Chor,0,1
ullinger,Heinrich.,,Zürich,0,1
Thqma.il,Gregor,,Seidelberg,0,1
ztoiSff,s.n.,,s.l.,0,1
Hohensax,Ulrich Philipp,von,Por SC,0,1
Hövel,Otto,von,Genf,0,1
ospilnian,Johannes,,Basel,0,1
SranSmüller,Johannes,,Basel,0,1
Hermann,Daniel,,Basel,0,1
Belliivre,Pomponne,,Solothurn,0,1
itri,s.n.,,s.l.,0,1
Gerlaeh,Jörg Ebersteinisch,,Pfyn TG,0,1
Campell,Ulrich,,V l,0,1
Mffler,Johannes,,Bern,0,1
Ghaillet,David,,G ev f,0,1
fiur,s.n.,,s.l.,0,1
Lu,V rvsAft,,Li l v mL,0,1
aufis,riedrich,von,Samaden,0,1
Finsler,Vinslerus Josua,,Biel,0,1
Qmtl,Edmund,,London,0,1
Haller,W lf,,Regenshurg,0,1
Alrnlcki,Stanislaus,,Krakau,0,1
ten,Duiiel,,Basel,0,1
Lasitius,Joahnnes,,Heidelberg,0,1
fefäger,Heinrich,,Zürich,0,1
ffowski,Paul,,s.l.,0,1
Dluski,NikolausKottwitz,,s.l.,0,1
Guineer,s.n.,,Zürich,0,1
Rhen,s.n.,,Basel,0,1
Beza,Theodor,,j,0,1
Toto,Trncc,,Genf,0,1
Bai,Hager,,i,0,1
Juiüüfnger,Heinrich,,Zürich,0,1
Egli,Thobias,,Chur,0,1
Thomann,regor,,Heidelberg,0,1
Bullinfeer,Heinrich,,Zürich,0,1
Bullinfcer,Heinrich,,Zürich,0,1
Kessler,Johannes,,i,0,1
Wüst,Turpilius Klaus,,Zürich,0,1
Hövel,Otto,von,s.l.,0,1
Mont,Christophen,,Strasburg,0,1
Gutachten,s laus Wüst,de,siehe Wüst an HB,0,1
MontMundt,Christopher,,Strassburg,0,1
tiIII,s.n.,,s.l.,0,1
ihn,mit San an,,zu bringen,0,1
ObrecM,ieorg,,s.l.,0,1
jaieim,OtteJ,,s.l.,0,1
fSnLA,UCUul,,s.l.,0,1
von,Salis Herkules,,Chiavenna,0,1
Heheasax,Philipp vea,,s.l.,0,1
Dürnhofer,jbaurentius,,Nürnberg,0,1
a,f Tobias,,Chur,0,1
illufnger,Heinrich,,Zürich,0,1
i,s.n.,,Augsburg,0,1
Sg,ti Boblas,,Chur,0,1
ulmer,Johann Konaad,,Schaffhausen,0,1
FinslerVinslerus,Josua,,Biel,0,1
Herter,Johannes,,Gachnag,0,1
Hohensax,UlrPhilipp,von,Toni ejj,0,1
Hohensax,Philipp Ulrichj,von,s.l.,0,1
Campeil,Ulrich,,Sus j cU,0,1
Tillmann,Samufcl,,Königsfelden,0,1
Bullingef,Heinrich,,Zürich,0,1
Dathenus,Petrus,,Frankfurt aM,0,1
Thretius,Christoph,,Frankfurt,0,1
Jlmer,Johynn onrad,,Schaffhausen,0,1
Stfcetten,Georg,von,Augsburg,0,1
i,Ooignet Matthieu Sohn,,Heidelberg,0,1
Campeil,Ulrich,,s.l.,0,1
lt,fbias,,Chur,0,1
Winterthur,Schultheiss,,u. Rat,0,1
Egli,Tobias,,ChAr,0,1
FinslerOVinslerus,Josua,,Biel,0,1
cäusselberger,Gabriel,,ZüeSeh Nürnberg,0,1
Hohensax,Ulr.Phil.,von,forst egg,0,1
Egli,Zobias,,Chur,0,1
ampell,Ulrich,,Süs,0,1
Haller,Wolf,,R egensburg,0,1
t.,s.n.,,Hohensax Ulrichvvn,0,1
Ulmer,Jonn Eonrad,,s.l.,0,1
älLer,Johannes,,Bern,0,1
Bullinger,JohannRudolf,,Berg,0,1
Sobias,s.n.,,Chur,0,1
ilate,r Johannes,,Bern,0,1
Sehende,Mathias,,Augsburg,0,1
Stetten,Georg,von,A gsturg,0,1
Bullinger,HansEudolf,,Berg am Irchel,0,1
Bechlin,Johannes,,GröneribachAl gäu,0,1
llffiger,Heinrich,,Zürich,0,1
Eamus,Petrus,,Paris,0,1
Tobias,Egli,,Chur,0,1
Vi,yy,,s.l.,0,1
Skaricza,Mate,,Basel,0,1
Bürgermeister,und Rat,von,Zürich,0,1
Erastus,Themas,,s.l.,0,1
Grynäus,Simon d.J.,,Heidelberg,0,1
Musch,s.n.,,Basel,0,1
Bullinger,leinrieb,,s.l.,0,1
Heheasax,Johann Philipp,,vom,0,1
Hug,Johann J.,,Qlarus,0,1
Parkhurst,John,,Nerwieh,0,1
Grynaeus,Simon d.,,Heidelberg,0,1
Bttllinger,Heinrich,,s.l.,0,1
f,s.n.,,s.l.,0,1
Stetten,dgrg,von,Augsburg,0,1
Schüler,Fridolin,,e. Cf J,0,1
Ulner,Johann Konrad,,s.l.,0,1
Stettea,Georg,von,Augsburg,0,2
Billinger,s.n.,,Heinrich,0,2
Campell,Ulrich,,Chur,0,2
Cox,Richard,,EIF,0,1
Hage,Jehamaes,,Glarus,0,1
Hohensax,Ulrieh Philipp,von,s.l.,0,1
Iraadaüller,s.n.,,s.l.,0,1
Hilles,Richard,,Lendern,0,1
Melander,Dionys,,Hona iu. u,0,1
Beza,Theer,de,Genf,0,1
Sller,Johannes,,em,0,1
Grynaeus,Johann Jakob,,Kötteln,0,1
Erb,Matthias,,Happoldsweiler,0,1
Liner,Hans,,StSailen,0,1
Malier,Hoharines,,Bern,0,1
Stetten,Georg,von,AugstBg,0,1
..,s.n.,,S tifrina zu Tübingen,0,1
Schlüselberger,Gabriel,,Nürnberg,0,1
Willi,Stephan,,Chur,0,1
Sl,s Herkules tckl,,Chiavenna,0,1
Mnct,s.n.,,Hohen fV Philipp von,0,1
Schultheiss,und Rat,von,DiessenhofenTGr,0,1
ll,lobias,,Chur,0,2
Pinsler,Hosua,,Biel,0,1
iVs,Gallare Nicolas,,Genf,0,1
rastus,Thomas,,s.l.,0,1
Ursinus,acharias,,Heidelberg,0,1
Dürnhofer,Laurentius,,Nürnberg,0,4
Johann,s.n.,,T Iduit j i. ,0,1
Hartung,Johannes,,Freiburg i. Br. ,0,1
yc,s.n.,,CVeWn. s JceVw AjlUü y,0,1
Einer,Hans,,St. allen,0,1
Georg,,von,fl,0,1
Bellievre,,de,s.l.,0,1
gl,i Tobias,,Chur,0,1
Nötzli,Markus,,s.l.,0,1
Lasitius,Johannes,,Wittenberg,0,1
Ewlch,Johann,,Bremen,0,1
Johann,Konrad,,Schaphausen,0,1
Johann,s.n.,,Bremen,0,1
Geistliehe,und Prefesseren,,Zürich,0,1
Beza,Theer,de,Geaf,0,1
Pappenkeim,Philipp vem,,s.l.,0,1
de,Thienes Edouard,,Heidelberg,0,1
Simler,Josw,,s.l.,0,1
Santerrentianus,Julius,,Zürich,0,1
Lavater,Ludwig,,Zürich,0,3
JFeretz,Jakob,,erVv ev T,0,1
Gimper,Kaspar,,tU,0,1
Zwingli,Ulri chHuldrych drrd,,Zürich,0,1
Simler,Joslas,,Zürich,0,1
Cox,Richard,,Holbom,0,1
Billinger,Heinrich,,s.l.,0,1
Cox,Richard,,s.l.,0,2
Liner,Hans,,s.l.,0,3
Daius,Johannes IvUms,,London,0,1
AcrvUt,s.n.,,Basel,0,1
Gügeli,Johannes,,St. MargrethenSG,0,1
Horn,Robert,,London,0,1
VigierJLusj,J.,,s.l.,0,1
Grynaeus,Johann Jakob,,Hotteln,0,1
Hardenberg,Albert,,Emden,0,1
Bechlin,Johannes,,r H r r,0,1
Hohensax,Ulrich Philipp,von,s.l.,0,1
Theodor,Philipp,,Wittenberg,0,2
Bizynski,Hieronymus,,Krakau,0,1
Professoren,s.n.,,Wittenberg,0,1
Gwalther,Budolf,,Urdorf,0,1
tiaäär,Benedikt,,Bern,0,1
JrVetoivu,s.n.,,Freiburg i. Br. ,0,1
Schlüsselberger,Gabriel,,Bhdenä,0,1
Finaler,Josua,,HlW,0,1
Ulaer,Johann Eonrad,,s.l.,0,1
Welf,Heinrich,,Tübingen,0,1
Geistliehe,und Professoren,,Zürich,0,1
Gelstliehe,und Professoren,,Zürich,0,1
Uokx,s.n.,,fctt,0,1
Finaler,Jesua,,Biel,0,1
Campe,Ulrich,,Chur,0,1
Ludwig,wo Wittgeastein,,LxCwj. ,0,1
Baeza,Theer,de,Hoehelles,0,1
Dürmhofer,Laureatius,,Nürnberg,0,1
Baller,Wolfjgasgu,,s.l.,0,1
Hohensax,Johann Philipp,von,Heidelberg,0,1
von,Hohensax Ulrich Philipp,,Forstegg,0,1
NüscheJjrler,Johann Jakob,,Tübingen,0,1
Wolf,Heinrich,,Tübingen,0,1
Ulaer,Johannjf Konrad,,Schaffhausen,0,1
Ulaer,Johann Konrad,,s.l.,0,1
Tossanus,Daniel,,Mömpelgard,0,1
f,V M. tPv y w.,,Schaffhausen,0,1
Galther,Rudolf,,gürieh,0,1
Hugo,Johann,,Glarus,0,2
Bfe,za Theodor,,Lausanne,0,1
Hugo,Johannes,,Glarus,0,40
Bürnhofer,aurentius,,Nürnberg,0,1
Ulrich,Philipp  Hohen,von,RViti vital,0,1
Haller,Johannes,,Baden,0,1
Ewleh,Johannes,,B jjB er. l,0,1
Wilhelm,Hessen,von,Kassel,0,1
Ballinger,einrich,,Zürich,0,1
XylandeVy,s.n.,,Heidelberg,0,1
Wr,Johannes,,Beim,0,1
Kessler,JoWnnes,,St. Gallen,0,1
Hilles,Richard,,Leadea,0,1
üareuard,Halse,,Lausanne,0,1
Tfcyeaaeus,s.n.,,Odoardus,0,1
firner,Johann Konrad,,Schaffhausen,0,1
Beza,Theodor,,W,0,1
